show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s488,null,null,null,null,null,null,null,null,null,null,null,null
s489,United States,null,null,null,null,null,null,null,null,null,null,null
s490,Kuwait,United States,null,null,null,null,null,null,null,null,null,null
s491,null,null,null,null,null,null,null,null,null,null,null,null
s492,United States,null,null,null,null,null,null,null,null,null,null,null
s493,United States,null,null,null,null,null,null,null,null,null,null,null
s494,United States,Japan,null,null,null,null,null,null,null,null,null,null
s495,United States,null,null,null,null,null,null,null,null,null,null,null
s496,null,null,null,null,null,null,null,null,null,null,null,null
s497,France,Canada,United States,Spain,null,null,null,null,null,null,null,null
s498,null,null,null,null,null,null,null,null,null,null,null,null
s499,null,null,null,null,null,null,null,null,null,null,null,null
s500,United States,null,null,null,null,null,null,null,null,null,null,null
s501,null,null,null,null,null,null,null,null,null,null,null,null
s502,null,null,null,null,null,null,null,null,null,null,null,null
s503,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s504,Poland,null,null,null,null,null,null,null,null,null,null,null
s505,null,null,null,null,null,null,null,null,null,null,null,null
s506,null,null,null,null,null,null,null,null,null,null,null,null
s507,Australia,null,null,null,null,null,null,null,null,null,null,null
s508,null,null,null,null,null,null,null,null,null,null,null,null
s509,France,Netherlands,Singapore,null,null,null,null,null,null,null,null,null
s510,United States,null,null,null,null,null,null,null,null,null,null,null
s511,Canada,null,null,null,null,null,null,null,null,null,null,null
s512,United States,null,null,null,null,null,null,null,null,null,null,null
s513,France,Belgium,null,null,null,null,null,null,null,null,null,null
s514,United States,null,null,null,null,null,null,null,null,null,null,null
s515,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s516,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s517,Thailand,null,null,null,null,null,null,null,null,null,null,null
s518,Japan,null,null,null,null,null,null,null,null,null,null,null
s519,India,null,null,null,null,null,null,null,null,null,null,null
s520,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s521,United States,null,null,null,null,null,null,null,null,null,null,null
s522,Canada,null,null,null,null,null,null,null,null,null,null,null
s523,Russia,null,null,null,null,null,null,null,null,null,null,null
s524,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s525,Japan,null,null,null,null,null,null,null,null,null,null,null
s526,United States,Canada,null,null,null,null,null,null,null,null,null,null
s527,United States,null,null,null,null,null,null,null,null,null,null,null
s528,Ireland,United States,United Kingdom,null,null,null,null,null,null,null,null,null
s529,India,null,null,null,null,null,null,null,null,null,null,null
s530,Egypt,null,null,null,null,null,null,null,null,null,null,null
s531,United States,null,null,null,null,null,null,null,null,null,null,null
s532,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s533,United States,null,null,null,null,null,null,null,null,null,null,null
s534,Israel,null,null,null,null,null,null,null,null,null,null,null
s535,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s536,Canada,null,null,null,null,null,null,null,null,null,null,null
s537,Australia,null,null,null,null,null,null,null,null,null,null,null
s538,Japan,null,null,null,null,null,null,null,null,null,null,null
s539,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s540,Australia,New Zealand,null,null,null,null,null,null,null,null,null,null
s541,United Kingdom,Germany,null,null,null,null,null,null,null,null,null,null
s542,India,null,null,null,null,null,null,null,null,null,null,null
s543,India,null,null,null,null,null,null,null,null,null,null,null
s544,Belgium,Netherlands,null,null,null,null,null,null,null,null,null,null
s545,Canada,null,null,null,null,null,null,null,null,null,null,null
s546,South Korea,null,null,null,null,null,null,null,null,null,null,null
s547,null,null,null,null,null,null,null,null,null,null,null,null
s548,United States,null,null,null,null,null,null,null,null,null,null,null
s549,United States,null,null,null,null,null,null,null,null,null,null,null
s550,null,null,null,null,null,null,null,null,null,null,null,null
s551,null,null,null,null,null,null,null,null,null,null,null,null
s552,India,null,null,null,null,null,null,null,null,null,null,null
s553,null,null,null,null,null,null,null,null,null,null,null,null
s554,France,null,null,null,null,null,null,null,null,null,null,null
s555,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s556,South Korea,Czech Republic,null,null,null,null,null,null,null,null,null,null
s557,South Korea,null,null,null,null,null,null,null,null,null,null,null
s558,Australia,United States,null,null,null,null,null,null,null,null,null,null
s559,United States,null,null,null,null,null,null,null,null,null,null,null
s560,United States,Germany,null,null,null,null,null,null,null,null,null,null
s561,null,null,null,null,null,null,null,null,null,null,null,null
s562,United States,null,null,null,null,null,null,null,null,null,null,null
s563,United States,null,null,null,null,null,null,null,null,null,null,null
s564,United States,null,null,null,null,null,null,null,null,null,null,null
s565,United States,null,null,null,null,null,null,null,null,null,null,null
s566,Australia,Germany,null,null,null,null,null,null,null,null,null,null
s567,United States,Germany,null,null,null,null,null,null,null,null,null,null
s568,United States,null,null,null,null,null,null,null,null,null,null,null
s569,United States,null,null,null,null,null,null,null,null,null,null,null
s570,Vietnam,null,null,null,null,null,null,null,null,null,null,null
s571,null,null,null,null,null,null,null,null,null,null,null,null
s572,null,null,null,null,null,null,null,null,null,null,null,null
s573,United Kingdom,Belgium,null,null,null,null,null,null,null,null,null,null
s574,United States,China,null,null,null,null,null,null,null,null,null,null
s575,United States,China,null,null,null,null,null,null,null,null,null,null
s576,United States,null,null,null,null,null,null,null,null,null,null,null
s577,United Kingdom,Australia,United States,null,null,null,null,null,null,null,null,null
s578,null,null,null,null,null,null,null,null,null,null,null,null
s579,France,Japan,United States,null,null,null,null,null,null,null,null,null
s580,United States,null,null,null,null,null,null,null,null,null,null,null
s581,null,null,null,null,null,null,null,null,null,null,null,null
s582,United States,null,null,null,null,null,null,null,null,null,null,null
s583,United States,null,null,null,null,null,null,null,null,null,null,null
s584,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s585,United States,null,null,null,null,null,null,null,null,null,null,null
s586,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s587,null,null,null,null,null,null,null,null,null,null,null,null
s588,null,null,null,null,null,null,null,null,null,null,null,null
s589,United States,null,null,null,null,null,null,null,null,null,null,null
s590,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s591,null,null,null,null,null,null,null,null,null,null,null,null
s592,United States,null,null,null,null,null,null,null,null,null,null,null
s593,United States,null,null,null,null,null,null,null,null,null,null,null
s594,United States,null,null,null,null,null,null,null,null,null,null,null
s595,United States,Germany,null,null,null,null,null,null,null,null,null,null
s596,Germany,United States,null,null,null,null,null,null,null,null,null,null
s597,United States,null,null,null,null,null,null,null,null,null,null,null
s598,United States,null,null,null,null,null,null,null,null,null,null,null
s599,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s600,United States,null,null,null,null,null,null,null,null,null,null,null
s601,United States,null,null,null,null,null,null,null,null,null,null,null
s602,United States,null,null,null,null,null,null,null,null,null,null,null
s603,United States,null,null,null,null,null,null,null,null,null,null,null
s604,United States,null,null,null,null,null,null,null,null,null,null,null
s605,United Kingdom,Germany,Spain,United States,null,null,null,null,null,null,null,null
s606,United States,null,null,null,null,null,null,null,null,null,null,null
s607,United Kingdom,United States,France,Italy,null,null,null,null,null,null,null,null
s608,United States,null,null,null,null,null,null,null,null,null,null,null
s609,United States,Germany,Canada,null,null,null,null,null,null,null,null,null
s610,United States,France,Italy,United Kingdom,null,null,null,null,null,null,null,null
s611,United States,United Kingdom,Germany,Hungary,null,null,null,null,null,null,null,null
s612,United States,Canada,null,null,null,null,null,null,null,null,null,null
s613,United States,New Zealand,null,null,null,null,null,null,null,null,null,null
s614,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s615,United States,New Zealand,null,null,null,null,null,null,null,null,null,null
s616,United States,null,null,null,null,null,null,null,null,null,null,null
s617,null,null,null,null,null,null,null,null,null,null,null,null
s618,Sweden,null,null,null,null,null,null,null,null,null,null,null
s619,United States,null,null,null,null,null,null,null,null,null,null,null
s620,null,null,null,null,null,null,null,null,null,null,null,null
s621,United States,null,null,null,null,null,null,null,null,null,null,null
s622,null,null,null,null,null,null,null,null,null,null,null,null
s623,United States,null,null,null,null,null,null,null,null,null,null,null
s624,null,null,null,null,null,null,null,null,null,null,null,null
s625,null,null,null,null,null,null,null,null,null,null,null,null
s626,Mexico,null,null,null,null,null,null,null,null,null,null,null
s627,null,null,null,null,null,null,null,null,null,null,null,null
s628,China,null,null,null,null,null,null,null,null,null,null,null
s629,United States,null,null,null,null,null,null,null,null,null,null,null
s630,null,null,null,null,null,null,null,null,null,null,null,null
s631,United States,null,null,null,null,null,null,null,null,null,null,null
